Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,glassdoor est,min_salary,max_salary,avg_salary,Age,Job,Seniority,Python,R,SQL,AWS,Excel,GCP,Azure,Spark,PyTorch,TensorFlow,Tableau,Keras
4.0,Pfizer, NY, NY,10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,1,125,210,167,171,data scientist,senior,0,0,0,1,1,0,0,0,0,0,0,0
3.8,Associated Banc-Corp, WI, WI,1001 to 5000 employees,1870,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),3,1,43,77,60,150,analyst,Not Specified,0,0,0,1,1,0,0,0,0,0,0,0
3.9,Zest AI, CA, CA,51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),1,1,139,221,180,11,data scientist,senior,1,0,1,0,1,0,0,0,0,1,0,0
3.8,Fareportal, NY, NY,1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),3,1,44,86,65,18,analyst,Not Specified,0,0,1,0,1,0,0,0,0,1,0,0
4.3,Genesys, NC, CA,5001 to 10000 employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),3,1,78,147,112,30,data engineer,senior,1,0,0,1,0,0,0,1,0,1,0,0
1.9,Moda Operandi, NY, NY,201 to 500 employees,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),3,1,65,110,87,10,analyst,senior,1,0,1,0,1,0,0,0,0,1,0,0
3.3,Liberty Mutual Insurance, IN, MA,10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3,1,37,66,51,108,data science related jobs,Not Specified,1,0,1,0,1,0,0,0,0,0,0,0
4.7,QK, CA, CA,51 to 200 employees,1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),1,1,38,64,51,48,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
3.1,Santander, MA, Spain,10000+ employees,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),1,1,43,82,62,164,data science related jobs,Not Specified,1,0,1,0,1,0,0,0,0,1,0,0
4.4,BRMi, VA, DC,51 to 200 employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,1,1,61,109,85,16,data engineer,Not Specified,1,0,0,1,0,0,1,1,0,1,0,0
3.9,Luminar Technologies, FL, FL,201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1,1,93,151,122,8,data scientist,senior,1,0,0,1,0,0,0,0,0,1,0,0
3.9,"Emtec, Inc.", IL, FL,501 to 1000 employees,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),1,1,52,81,66,25,data science related jobs,Not Specified,1,0,1,0,0,0,0,0,0,1,1,0
4.7,Veterans United Home Loans, MO, MO,1001 to 5000 employees,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,1,1,40,101,70,18,data science related jobs,Not Specified,0,0,1,0,1,0,0,1,0,0,1,0
4.7,Praetorian, TX, TX,51 to 200 employees,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),1,1,97,180,138,10,data engineer,senior,1,0,1,0,0,0,0,1,0,1,0,0
3.4,PA Consulting, MA, United Kingdom,1001 to 5000 employees,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),3,1,81,134,107,77,data scientist,Not Specified,0,0,1,0,1,0,0,1,0,0,1,0
3.8,Agios Pharmaceuticals, MA, MA,501 to 1000 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),1,1,84,157,120,12,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,1,0,0
2.7,Advanced BioScience Laboratories, MD, MD,201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),1,1,49,113,81,59,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,1,0,0
3.1,Reynolds American, KY, NC,5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1,1,68,139,103,145,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,1,0,0
3.4,Echo Global Logistics, IL, IL,1001 to 5000 employees,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),3,1,75,140,107,15,data engineer,senior,0,0,1,0,0,0,0,0,0,1,0,0
4.0,Glassdoor, CA, CA,1001 to 5000 employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,2,1,121,203,162,13,data engineer,senior,1,0,0,1,1,0,0,1,0,1,0,0
3.5,Esri, CA, CA,1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,1,52,85,68,51,data science related jobs,Not Specified,1,0,0,0,1,0,0,1,1,1,0,0
3.4,Assurant, OH, NY,10000+ employees,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),3,1,81,140,110,42,data scientist,senior,0,0,1,0,1,0,0,0,1,1,0,0
3.7,Caterpillar, IL, IL,10000+ employees,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),3,1,63,99,81,95,data scientist,Not Specified,0,0,0,0,0,0,0,0,0,0,1,0
3.7,F&G, IA, IA,201 to 500 employees,1992,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),1,1,83,148,115,28,data engineer,senior,1,0,1,0,1,0,0,0,0,0,1,0
3.8,PNNL, WA, WA,1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),3,1,60,101,80,55,data scientist,senior,0,0,0,0,0,0,0,0,1,1,0,0
4.6,GreatAmerica Financial Services, IA, IA,501 to 1000 employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),1,1,31,55,43,28,analyst,Not Specified,0,0,1,0,1,0,0,0,0,0,1,0
4.4,Acceleron Pharma, MA, MA,201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,1,1,102,178,140,17,director,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
3.0,AmeriHealth Caritas, PA, PA,5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),3,1,48,85,66,37,analyst,senior,0,0,1,0,1,0,0,0,0,1,1,0
4.7,Strategic Employment Partners, CA, CA,51 to 200 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),1,1,66,123,94,14,data engineer,senior,1,0,0,1,0,1,0,0,0,0,0,0
3.8,PNNL, WA, WA,1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),3,1,92,146,119,55,data scientist,senior,0,0,0,0,0,0,0,0,1,1,0,0
3.2,Catholic Health Initiatives, NE, CO,10000+ employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),2,1,49,67,58,24,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
2.7,FLEETCOR, TN, GA,5001 to 10000 employees,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),1,1,23,39,31,20,analyst,senior,0,0,0,0,1,0,0,0,0,0,1,0
3.3,Liberty Mutual Insurance, IL, MA,10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3,1,150,239,194,108,director,Not Specified,1,0,0,0,0,0,0,0,0,0,0,0
3.9,Southwest Research Institute, TX, TX,1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),3,1,52,91,71,73,data science related jobs,senior,1,0,1,1,1,1,1,0,0,1,0,0
3.1,Reynolds American, NC, NC,5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1,1,47,101,74,145,data science related jobs,senior,0,0,0,0,1,0,0,0,0,1,0,0
3.7,Raytheon, AL, MA,10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),1,1,49,76,62,98,analyst,Not Specified,0,0,0,0,1,0,0,0,0,1,0,0
4.3,RTI International, NC, NC,1001 to 5000 employees,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),3,1,43,88,65,62,data science related jobs,senior,0,0,0,0,0,0,0,0,0,0,0,0
3.6,TRANZACT, NJ, NJ,1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,1,1,124,199,161,31,director,Not Specified,1,0,1,1,1,0,0,0,0,0,1,0
2.1,United BioSource, PA, PA,1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),2,1,52,93,72,17,analyst,senior,0,0,1,0,1,0,0,0,0,0,1,0
3.9,Figure Eight, CA, CA,51 to 200 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),1,1,97,181,139,12,data engineer,senior,1,0,0,1,1,0,0,0,0,1,0,0
3.9,Tapjoy, CA, CA,201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),2,1,100,173,136,13,data engineer,senior,0,0,1,0,0,0,0,0,0,1,0,0
3.8,Fareportal, NY, NY,1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),3,1,53,96,74,18,data scientist,Not Specified,1,0,0,0,0,0,0,1,0,1,0,0
3.1,Reynolds American, NC, NC,5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1,1,65,96,80,145,data science related jobs,senior,0,0,0,0,1,0,0,0,0,0,0,0
3.5,Sartorius, NM, Germany,5001 to 10000 employees,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),1,1,56,95,75,150,data scientist,Not Specified,1,0,0,0,1,0,0,0,0,0,0,0
4.7,1904labs, MO, MO,51 to 200 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,2,1,111,176,143,4,data scientist,Not Specified,1,0,1,0,0,0,0,1,0,1,0,1
5.0,Royce Geospatial, VA, VA,51 to 200 employees,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),1,1,75,127,101,6,data scientist,Not Specified,1,0,1,0,0,0,0,0,0,1,0,0
3.6,MassMutual, MA, MA,5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,1,65,119,92,169,data engineer,Not Specified,1,0,0,0,1,0,0,1,0,1,0,0
3.8,PNNL, WA, WA,1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),3,1,56,97,76,55,data scientist,Not Specified,1,0,0,0,0,0,0,0,0,0,0,0
4.7,Recursion Pharmaceuticals, UT, UT,51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),1,1,108,173,140,7,data scientist,senior,1,0,0,1,0,0,0,0,1,1,0,1
3.6,Citi, NJ, NY,10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),1,1,94,139,116,208,data scientist,Not Specified,0,0,1,0,1,0,0,0,0,0,0,0
4.7,Sage Intacct, CA, CA,501 to 1000 employees,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1,1,176,289,232,21,mle,senior,1,0,1,0,0,0,0,0,0,0,0,0
3.5,Scale AI, CA, CA,51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,1,1,92,149,120,4,data scientist,Not Specified,1,0,1,0,0,0,0,0,0,0,0,0
3.5,Esri, VA, CA,1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),1,1,63,101,82,51,data science related jobs,Not Specified,1,0,1,0,0,0,0,0,0,0,0,0
3.3,Rochester Regional Health, NY, NY,10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),1,1,54,115,84,6,data science related jobs,senior,0,0,0,0,0,1,0,0,0,0,0,0
2.7,Change Healthcare, CA, TN,10000+ employees,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,1,1,118,188,153,13,data scientist,Not Specified,1,0,1,1,0,1,0,1,1,1,0,1
3.4,MZ, CA, CA,501 to 1000 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,1,1,108,146,127,12,data scientist,Not Specified,1,0,1,0,0,0,0,1,0,1,0,0
4.7,HG Insights, CA, CA,51 to 200 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1,1,65,106,85,10,data scientist,Not Specified,1,0,1,0,1,0,0,1,0,1,0,0
2.8,"1-800-FLOWERS.COM, Inc.", NY, NY,1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),1,1,55,98,76,44,data scientist,Not Specified,1,0,1,0,1,0,0,0,0,0,1,0
3.5,CBS Interactive, NY, CA,1001 to 5000 employees,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),3,1,94,162,128,28,data scientist,Not Specified,1,0,1,0,0,1,0,1,0,1,1,1
3.2,"Numeric, LLC", PA, PA,1 to 50 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),1,1,63,120,91,28,data engineer,Not Specified,1,0,1,1,1,0,0,1,0,1,0,0
4.4,Rubius Therapeutics, MA, MA,201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),1,1,90,179,134,7,data science related jobs,senior,0,0,0,0,0,0,0,0,0,0,0,0
3.3,Samba TV, CA, CA,201 to 500 employees,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,1,1,127,202,164,12,data scientist,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
4.0,ClearEdge, MD, MD,51 to 200 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),1,1,60,127,93,18,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,1,0,0
3.4,SV Microwave, FL, FL,201 to 500 employees,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),1,1,31,57,44,29,analyst,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
3.8,Sumo Logic, TX, CA,501 to 1000 employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,3,1,105,194,149,10,data engineer,Not Specified,0,0,0,1,0,0,0,1,0,1,0,0
3.5,EAB, DC, DC,1001 to 5000 employees,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,1,1,45,86,65,13,data engineer,Not Specified,0,0,1,1,1,0,0,1,0,0,0,0
4.4,SpringML, VA, CA,1 to 50 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,1,1,75,143,109,5,data engineer,Not Specified,1,0,0,0,0,0,0,1,0,0,0,0
3.7,Samsung Research America, CA, CA,1001 to 5000 employees,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),3,1,126,228,177,32,data engineer,Not Specified,1,0,1,1,0,0,0,1,0,1,0,0
4.7,Systems & Technology Research, VA, MA,201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),1,1,80,134,107,10,data scientist,Not Specified,1,0,1,0,1,0,0,1,1,1,0,0
4.1,Netskope, CA, CA,501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3,1,120,189,154,8,data scientist,Not Specified,1,0,0,0,1,0,0,1,0,1,0,0
4.0,Lorven Technologies Inc, CA, NJ,1 to 50 employees,1992,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),1,1,85,142,113,28,data scientist,Not Specified,1,0,1,0,0,0,0,1,0,0,0,0
3.5,Brighthouse Financial, NC, NC,1001 to 5000 employees,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,1,1,95,154,124,3,data scientist,senior,1,0,0,0,1,0,0,1,0,0,0,0
2.5,CareDx, CA, CA,1 to 50 employees,1992,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,1,1,111,176,143,28,data scientist,Not Specified,1,0,1,0,1,0,0,0,0,0,0,0
3.9,Serigor Inc., CA, MD,1 to 50 employees,1992,Company - Private,IT Services,Information Technology,Less than $1 million (USD),1,1,87,140,113,28,data scientist,Not Specified,1,0,1,0,0,0,0,0,0,0,0,0
3.4,Leidos, VA, VA,10000+ employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),1,1,76,127,101,51,data scientist,Not Specified,1,0,0,1,0,0,0,0,1,1,0,0
3.6,Beckman Coulter Diagnostics, NY, CA,10000+ employees,1935,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),3,1,54,92,73,85,analyst,Not Specified,0,0,1,1,1,1,1,0,0,1,1,0
3.5,IHS Markit, NY, United Kingdom,10000+ employees,2016,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),2,1,61,100,80,4,data scientist,Not Specified,1,0,1,1,0,0,0,0,0,0,0,0
-1.0,ALIN, NY, India,Unknown,1992,Company - Private,-1,-1,Unknown / Non-Applicable,1,1,81,140,110,28,data scientist,Not Specified,1,0,1,0,0,0,0,0,0,1,0,0
2.9,Affinity Solutions, CA, NY,51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,3,1,80,148,114,22,data engineer,Not Specified,1,0,1,0,0,0,0,1,0,1,1,0
3.5,e-IT Professionals Corp., CA, MI,51 to 200 employees,1992,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),1,1,108,171,139,28,data scientist,Not Specified,1,0,1,0,0,0,0,0,0,0,0,0
4.8,TechProjects, NY, NJ,1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,1,1,112,179,145,9,data scientist,Not Specified,1,0,1,0,1,0,0,0,0,0,1,0
4.0,Biz2Credit Inc, NY, NY,201 to 500 employees,2007,Company - Private,Lending,Finance,$100 to $500 million (USD),3,1,63,111,87,13,data scientist,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
4.2,PeoplesBank, MA, MA,201 to 500 employees,1885,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),1,1,75,126,100,135,data scientist,Not Specified,0,0,1,0,1,0,0,0,0,1,0,0
3.8,Capgemini, NY, France,10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),3,1,110,184,147,53,data scientist,Not Specified,1,0,1,0,1,0,1,1,0,1,0,0
3.7,GNY Insurance Companies, NY, NY,201 to 500 employees,1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),3,1,76,145,110,106,data engineer,Not Specified,1,0,1,0,1,0,0,0,0,1,0,0
3.9,Citadel Federal Credit Union, PA, PA,501 to 1000 employees,1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,3,1,36,62,49,83,analyst,Not Specified,1,0,1,0,0,0,0,0,0,1,1,0
4.6,"Conch Technologies, Inc", MA, TN,51 to 200 employees,1992,Company - Private,Consulting,Business Services,$5 to $10 million (USD),1,1,70,118,94,28,data scientist,Not Specified,1,0,1,1,0,0,1,1,0,0,1,0
4.3,Medidata Solutions, NY, NY,1001 to 5000 employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),1,1,94,153,123,21,data scientist,senior,1,0,1,1,0,0,0,0,0,1,0,0
3.3,Rochester Regional Health, NY, NY,10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),1,1,54,115,84,6,data science related jobs,senior,0,0,0,0,0,1,0,0,0,0,0,0
3.7,CALIBRE Systems, VA, VA,501 to 1000 employees,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),3,1,50,92,71,31,analyst,Not Specified,0,0,1,0,1,0,0,0,0,0,1,0
4.0,HP Inc., OR, CA,10000+ employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1,1,49,97,73,81,data engineer,Not Specified,0,0,1,0,0,0,0,0,0,0,0,0
3.6,MassMutual, MA, MA,5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,1,67,135,101,169,director,Not Specified,0,0,0,0,0,0,0,0,0,1,0,0
3.9,Tapjoy, CA, CA,201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),2,1,138,224,181,13,mle,Not Specified,1,0,1,0,0,0,0,1,0,1,0,0
3.7,Northrop Grumman, CA, VA,10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),1,1,80,139,109,81,data scientist,Not Specified,0,0,1,0,1,0,0,0,0,0,1,0
3.7,Visa Inc., WA, CA,10000+ employees,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),3,1,158,211,184,62,data scientist,senior,1,0,1,0,1,0,0,0,0,1,1,0
3.9,Quartet Health, NY, NY,201 to 500 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,1,1,150,180,165,6,data scientist,senior,1,0,0,0,0,0,0,0,0,1,0,0
3.7,Motorola Solutions, IL, IL,10000+ employees,1928,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),3,1,42,80,61,92,analyst,Not Specified,1,0,1,0,0,0,0,1,0,1,0,0
3.1,Success Academy Charter Schools, NY, NY,1001 to 5000 employees,2006,School / School District,K-12 Education,Education,$100 to $500 million (USD),1,1,42,77,59,14,analyst,Not Specified,1,0,1,0,1,0,0,0,0,0,0,0
3.1,Reynolds American, KY, NC,5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1,1,68,139,103,145,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,1,0,0
3.0,Infosys, CT, India,10000+ employees,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),3,1,54,71,62,39,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,1,0,0
3.6,MassMutual, MA, MA,5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,1,34,92,63,169,manager,Not Specified,0,0,0,0,1,0,0,0,0,1,0,0
3.6,AXION Healthcare Solutions, NY, NY,1 to 50 employees,1980,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),2,1,47,85,66,40,analyst,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
3.5,Alignment Healthcare, CA, CA,501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,1,1,65,124,94,7,data engineer,Not Specified,1,0,1,1,1,1,1,1,0,1,0,0
4.2,ExecOnline, NY, NY,51 to 200 employees,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,3,1,56,95,75,8,data scientist,Not Specified,1,0,1,1,0,0,0,0,0,1,1,0
4.0,Mteq, VA, VA,501 to 1000 employees,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),2,1,62,112,87,66,mle,Not Specified,1,0,0,0,0,0,0,0,0,0,0,0
3.9,AstraZeneca, MD, United Kingdom,10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,1,107,173,140,107,data scientist,senior,1,0,0,0,1,0,0,0,0,1,0,0
3.7,Brillient, MD, VA,201 to 500 employees,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),1,1,64,108,86,14,data scientist,Not Specified,1,0,0,0,1,0,0,0,0,0,0,0
4.4,Entefy, CA, CA,1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,1,1,89,144,116,8,data scientist,senior,1,0,1,0,0,0,0,0,0,0,0,0
3.5,Sunovion, MA, MA,1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),3,1,109,200,154,10,data science related jobs,senior,1,0,0,0,1,0,0,0,0,0,0,0
3.7,Cboe Global Markets, KS, IL,501 to 1000 employees,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),1,1,61,113,87,47,mle,Not Specified,1,0,1,0,1,0,0,0,0,1,0,0
3.6,San Manuel Casino, CA, CA,1001 to 5000 employees,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),1,1,35,62,48,34,analyst,Not Specified,0,0,1,0,1,0,0,0,0,1,1,0
3.4,Trace3, TX, CA,501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),3,1,55,105,80,18,data engineer,Not Specified,1,0,1,0,1,0,1,1,0,1,0,0
4.0,Texas Health Huguley Hospital, TX, TX,1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),1,1,42,58,50,43,data science related jobs,Not Specified,0,0,0,1,0,0,0,0,0,0,0,0
2.4,Teasdale Latin Foods, IL, TX,501 to 1000 employees,1992,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),1,1,39,66,52,28,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
3.7,Northrop Grumman, CA, VA,10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),1,1,135,211,173,81,data scientist,senior,1,0,0,0,0,0,0,0,0,1,0,0
3.5,Saama Technologies Inc, AZ, CA,501 to 1000 employees,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,3,1,57,80,68,23,data engineer,Not Specified,1,0,0,0,0,0,0,1,0,1,0,0
4.4,Two Sigma, NY, NY,1001 to 5000 employees,2001,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,1,1,129,215,172,19,data scientist,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
3.3,Liberty Mutual Insurance, MA, MA,10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),3,1,86,143,114,108,data scientist,Not Specified,1,0,0,0,0,0,0,0,0,1,0,0
3.9,AstraZeneca, MD, United Kingdom,10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,1,63,127,95,107,data science related jobs,senior,0,0,0,0,0,0,0,0,0,1,0,0
3.2,MITRE, MA, MA,5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),3,1,50,89,69,62,data scientist,Not Specified,1,0,1,0,1,0,0,0,0,1,1,0
3.2,Guidepoint, NY, NY,501 to 1000 employees,2003,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,3,1,43,86,64,17,data engineer,Not Specified,1,0,1,1,1,0,1,0,0,0,0,0
2.1,Cerus Corporation, CA, CA,201 to 500 employees,1992,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),1,1,74,149,111,28,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
4.0,Strategic Financial Solutions, NY, NY,501 to 1000 employees,2007,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,2,1,71,124,97,13,data scientist,Not Specified,1,0,1,0,1,0,0,0,0,0,0,0
